"DATA_CENTER_URL"	"SHORT_DCNAME"	"LONG_DCNAME"
"http://www.igot.ul.pt"	"IGOT"	"Instituto de Geografia e Ordenamento do Território"
"www.polenord2012.com"	"Pole Nord 2012"	"Association Pole Nord 2012"
"http://www.asp.katowice.pl"	"Academy of Fine Arts, Faculty of Design"	"Academy of Fine Arts in Katowice, Poland"
"http://www.bub.ernet.in/"	"Dept. of Environmental Sciences "	"Bangalore University"
"www.ecnu.edu.cn; www.sklec.ecnu.edu.cn"	"SKLEC ECNU"	"State Key Lab of Estuarine and Coastal Research, East China Normal University"
"http://iepn.ru/"	"IEPN UB RAS"	"Institute of Environmental Problems of the North of the Ural Branch of Russian Academy of Sciences"
"http://www.lokalstyre.no"	"Bydrift"	"Bydrift Longyearbyen KF "
"www.ulg.ac.be"	"ULg-CIP"	"University of Liege, Sart-Tilman,  "
	"IU"	"Iowa University"
"http://iopan.gda.pl/"	"IOPAS"	"Institute Of Oceanology Polish Academy Of Sciences"
"www.galsgow.ac.uk"	"GL"	"University of Glasgow"
"http://www.cima.gov.cn/"	"CIMA"	"China Institute for Marine Affairs"
"www.keralauniversity.edu"	"KU"	"University of Kerala"
"www.norut.no"	"Norut IT"	"Northern Research Institute, Norut, Information Technology"
"bruspulver.no"	"Bruspulver"	"Bruspulver"
"http://cab.inta-csic.es"	"CAB"	"Centre for Astrobiology (Centro de Astrobiología)"
"http://www.cefe.cnrs.fr/"	"CNRS - CEFE"	"Centre of Functional and Evolutionary Ecology (Centre d'Ecologie Fonctionnelle et Evolutive), CNRS"
"http://www.bw.uaf.edu/about/index.php"	"UAF BW"	"University of Alaska Fairbanks, Department of Biology and Wildlife"
"www.lpgnantes.fr"	"ARSF"	"Airborne Research and Survey Facility"
"www.ipgp.fr"	"IPGP"	"Institute of Earth Physics of Paris (Institut de Physique du Globe de Paris)"
"www.open.ac.uk/science/earthsciences/home.php"	"OU EES"	"Open University, Earth and Environmental Sciences"
"www.sdu.edu.cn"	"SU"	"Shandong University"
"http://www.mri-jma.go.jp/Dep/ph/ph3/ph3-e.html"	"MRI"	"Meteorological Research Institute"
"http://www-leca.ujf-grenoble.fr/"	"CNRS - LECA"	"Laboratoire d'Ecologie Alpine, CNRS - Université Joseph Fourier"
"http://www.ist.utl.pt/"	"IST-UTL"	"Instituto Superior Tecnico - Technical University of Lisbon"
"http://www.ucsc.edu/"	"UCSC"	"University of California, Santa Cruz"
"www.alagappauniversity.ac.in"	"ALAGAPPA UNIVERSITY"	"ALAGAAPA UNIVERSITY"
"www.univpm.it"	"UNIVPM"	"Università Politecnica delle Marche"
"http://www.bfs.de"	"BfS"	"The Federal Office for Radiation Protection, Germany (Bundesamt für Strahlenschutz)"
"http://www.imares.wur.nl/UK/"	"IMARES"	"IMARES Wageningen UR"
"http://www.rug.nl/fmns-research/microbial-ecology/index"	"RUG ME"	"University of Groningen, Microbial Ecology "
"http://www.gtk.fi/"	"GTK"	"Geological Survey of Finland"
"www.cranfield.ac.uk"	"Cranfield University"	"Cranfield University"
"www.muk.uni-hannover.de"	"IMUK"	"Institute for Meteorology and Climatology Hannover"
"http://www.ucd.ie/research/"	"UCD"	"University College Dublin"
"http://www.uni-duesseldorf.de/home/startseite.html"	"HHU"	"Heinrich-Heine-Universität Düsseldorf"
"http://www.imb.com.cn/"	"IMB, CAMS & PUMC"	"Institue of Medicinal Biotechnology, Chinese Academy of Medical Sciences & Peking Union Medical College"
"www.ug.edu.pl"	"University of Gdansk"	"University of Gdansk, Department of Vertebrate Ecology and Zoology"
"www.mgu.ac.in"	"MG University, Kerala, India"	"School of Environmental Sciences, Mahatma Gandhi University, Kottayam, Kerala, India"
"http://www.fukuoka-u.ac.jp/english/"	"Fukuoka University"	"Fukuoka University"
"scripps.ucsd.edu"	"UCSD SIO"	"UC San Diego, Scripps Institution of Oceanography, "
